Date,Startup_Name,Sector,City,Funding_Type,Funding_Amount,Education_Background,Age_Group,Professional_Background,Gender_Mix,Initial_Investment,Burn_Rate,Revenue_Model,Customer_Type,City_Tier,Competition_Level,No_of_CoFounders,Status,Survival_Duration_Years
24/02/2016,Pocketin,Consumer Internet,Noida,Seed Funding,"1,50,000",IIT,20-29,Corporate,Male-Dominated,0.47,Low,Mixed,Mixed,Tier 3,Medium,1,Active,8
24/02/2016,FeetApart,Consumer Internet,Bangalore,Seed Funding,,IIT,40-49,Corporate,Male-Dominated,0.68,Medium,B2C,B2C,Tier 1,Low,1,Acquired,9
25/02/2016,OfBusiness,eCommerce,Gurgaon,Private Equity,"50,00,000",IIT,30-39,Entrepreneur,Male-Dominated,0.32,Low,B2B,B2B,Tier 3,High,3,Failed,6
25/02/2016,CarveNiche,Consumer Internet,Bangalore,Seed Funding,,IIT,40-49,Engineer,Mixed,0.98,Medium,B2C,B2C,Tier 1,Low,1,Unicorn,15
25/02/2016,Juspay,Consumer Internet,Bangalore,Private Equity,"58,00,000",Stanford,40-49,Consultant,Male-Dominated,3.29,High,B2B,B2B,Tier 1,Medium,5,Failed,15
25/02/2016,Funcart,eCommerce,New Delhi,Seed Funding,"70,000",IIM,20-29,Engineer,Male-Dominated,4.41,Medium,Mixed,Mixed,Tier 3,Low,2,Failed,10
26/02/2016,Freedom Smart Labs,Technology,New Delhi,Seed Funding,"1,45,000",Arts,40-49,Corporate,Male-Dominated,2.24,Medium,Mixed,Mixed,Tier 3,High,1,Unicorn,15
26/02/2016,EduBridge,Consumer Internet,Mumbai,Private Equity,"25,00,000",Arts,50-59,Consultant,Male-Dominated,0.29,Medium,B2B,B2B,Tier 1,High,4,Active,11
29/02/2016,Nestaway,Consumer Internet,Bangalore,Private Equity,,Harvard,30-39,Engineer,Male-Dominated,0.89,Medium,Mixed,Mixed,Tier 1,Low,1,Failed,9
29/02/2016,Hopscotch,eCommerce,Mumbai,Private Equity,"1,30,00,000",MBA,30-39,Engineer,Mixed,0.38,Low,Mixed,Mixed,Tier 1,Low,5,Unicorn,13
29/02/2016,PinClick,Consumer Internet,Bangalore,Private Equity,,IIM,30-39,Consultant,Male-Dominated,3.5,Low,Mixed,Mixed,Tier 1,High,1,Unicorn,5
01/01/2016,Smartcooky,ECommerce,New Delhi,Seed Funding,,Dropout,50-59,Consultant,Male-Dominated,0.45,Low,Mixed,Mixed,Tier 3,Medium,2,Unicorn,3
01/01/2016,Helpi,Consumer Internet,Mumbai,Seed Funding,,IIM,30-39,Consultant,Mixed,0.42,Medium,Mixed,Mixed,Tier 1,High,2,Active,14
04/01/2016,DogSpot,ECommerce,Gurgaon,Seed Funding,,Arts,30-39,Consultant,Mixed,3.87,Medium,Mixed,Mixed,Tier 3,Medium,1,Acquired,5
04/01/2016,Career360,Education,New Delhi,Private Equity,,IIT,20-29,Engineer,Male-Dominated,3.93,Medium,B2B,B2B,Tier 3,High,1,Failed,11
04/01/2016,B9 Beverages,Food & Beverage,New Delhi,Private Equity,"60,00,000",IIM,20-29,Entrepreneur,Male-Dominated,1.15,Medium,B2C,B2C,Tier 3,Low,3,Unicorn,9
05/01/2016,WIMWI Foods,Food & Beverage,Ahmedabad,Seed Funding,,Dropout,30-39,Corporate,Mixed,3.84,High,B2B,B2B,Tier 3,Low,1,Acquired,6
05/01/2016,MyChild App,Education,Bhopal,Seed Funding,"1,00,000",Harvard,20-29,Corporate,Mixed,1.14,Medium,Mixed,Mixed,Tier 3,Low,1,Failed,7
05/01/2016,Instaproc,ECommerce,Noida,Seed Funding,,IIM,40-49,Engineer,Male-Dominated,4.11,High,B2C,B2C,Tier 3,High,1,Acquired,1
05/01/2016,360Ride,Consumer Internet,Bangalore,Seed Funding,"1,50,000",IIT,20-29,Consultant,Male-Dominated,2.5,Low,Mixed,Mixed,Tier 1,Low,1,Active,10
05/01/2016,Alef\\nMobitech,Consumer Internet,Mumbai,Private Equity,"50,00,000",Commerce,40-49,Engineer,Male-Dominated,3.01,High,B2C,B2C,Tier 1,High,3,Unicorn,14
06/01/2016,Tracxn,BFSI,Bangalore,Seed Funding,,MBA,30-39,Engineer,Male-Dominated,4.34,Low,B2B,B2B,Tier 1,Low,1,Active,5
06/01/2016,Qdesq,Real Estate,Gurgaon,Seed Funding,,MBA,20-29,Engineer,Male-Dominated,0.4,Low,B2B,B2B,Tier 3,High,1,Unicorn,2
06/01/2016,Sensara,Technology,Bangalore,Seed Funding,"7,50,000",Dropout,50-59,Corporate,Male-Dominated,3.05,Medium,B2B,B2B,Tier 1,High,1,Active,8
06/01/2016,Zebpay,Consumer Internet,Ahmedabad,Private Equity,"10,00,000",Commerce,40-49,Entrepreneur,Male-Dominated,2.49,High,Mixed,Mixed,Tier 3,Low,2,Acquired,10
06/01/2016,PlanMy\\nMedicalTrip,Healthcare,Pune,Seed Funding,"1,50,000",Arts,30-39,Engineer,Male-Dominated,1.06,Medium,B2C,B2C,Tier 2,Medium,1,Acquired,9
06/01/2016,MyCity4Kids,Education,Gurgaon,Private Equity,"30,00,000",Arts,30-39,Teacher,Male-Dominated,0.91,Low,B2C,B2C,Tier 3,Low,4,Failed,15
06/01/2016,Justdakhila.com,Education,New Delhi,Seed Funding,"7,50,000",IIM,30-39,Corporate,Mixed,3.1,Medium,B2B,B2B,Tier 3,Medium,1,Active,6
07/01/2016,PitStop,Consumer Internet,Bangalore,Seed Funding,,IIT,40-49,Engineer,Male-Dominated,3.23,Low,B2C,B2C,Tier 1,High,2,Failed,3
07/01/2016,Bikxie,Consumer Internet,Gurgaon,Seed Funding,,Commerce,30-39,Engineer,Male-Dominated,1.24,Medium,B2C,B2C,Tier 3,Medium,1,Unicorn,3
07/01/2016,Infurnia,Consumer Internet,Bangalore,Seed Funding,"1,60,000",Dropout,20-29,Engineer,Mixed,4.82,High,B2C,B2C,Tier 1,Medium,2,Unicorn,12
07/01/2016,Myly,Education,Jaipur,Seed Funding,"1,00,000",MBA,20-29,Consultant,Mixed,0.1,Low,B2C,B2C,Tier 3,Medium,2,Unicorn,13
07/01/2016,MakeMyTrip,Consumer Internet,Gurgaon,Private Equity,"18,00,00,000",Dropout,30-39,Consultant,Mixed,4.51,High,Mixed,Mixed,Tier 3,High,5,Unicorn,6
08/01/2016,Melorra,ECommerce,Bangalore,Private Equity,"50,00,000",IIM,40-49,Engineer,Female-Dominated,4.78,Low,B2C,B2C,Tier 1,Medium,4,Acquired,13
08/01/2016,ConfirmTKT,Consumer Internet,Bangalore,Seed Funding,"2,50,000",Arts,40-49,Engineer,Mixed,2.96,High,B2C,B2C,Tier 1,Low,1,Unicorn,14
08/01/2016,Gyaanzone,Education,Mumbai,Seed Funding,"45,000",Harvard,30-39,Consultant,Male-Dominated,3.26,Medium,B2B,B2B,Tier 1,High,2,Acquired,4
08/01/2016,FlatFurnish,Consumer Internet,Gurgaon,Seed Funding,,Arts,30-39,Engineer,Male-Dominated,3.68,Low,B2B,B2B,Tier 3,Low,1,Active,10
09/01/2016,Lumiere,ECommerce,Bangalore,Private Equity,,Commerce,20-29,Corporate,Male-Dominated,1.91,Medium,B2B,B2B,Tier 1,Low,2,Unicorn,11
11/01/2016,Koovs,ECommerce,Gurgaon,Private Equity,"54,00,000",Dropout,20-29,Engineer,Male-Dominated,3.67,High,B2B,B2B,Tier 3,High,3,Unicorn,11
11/01/2016,Wishup,Consumer Internet,New Delhi,Seed Funding,,IIM,30-39,Consultant,Mixed,1.04,Medium,Mixed,Mixed,Tier 3,High,2,Failed,1
11/01/2016,FreshMenu,Consumer Internet,Bangalore,Private Equity,"1,65,00,000",IIT,40-49,Teacher,Mixed,1.67,Medium,B2B,B2B,Tier 1,High,3,Acquired,1
11/01/2016,SavvyMob,ECommerce,Bangalore,Seed Funding,"10,00,000",IIT,40-49,Corporate,Mixed,4.36,Medium,B2C,B2C,Tier 1,Low,2,Unicorn,8
11/01/2016,Fashionablyin,Consumer Internet,Mumbai,Seed Funding,,MBA,40-49,Corporate,Female-Dominated,4.11,Medium,B2B,B2B,Tier 1,Low,2,Failed,8
12/01/2016,Shopclues,ECommerce,Gurgaon,Private Equity,"10,00,00,000",IIM,40-49,Entrepreneur,Male-Dominated,2.11,Low,Mixed,Mixed,Tier 3,Low,5,Unicorn,14
12/01/2016,Hike Messenger,Consumer Internet,New Delhi,Private Equity,,Arts,30-39,Engineer,Mixed,2.51,Low,B2C,B2C,Tier 3,Medium,1,Unicorn,14
12/01/2016,iBus Networks,Technology,Bangalore,Private Equity,"23,00,000",Harvard,20-29,Entrepreneur,Male-Dominated,4.49,Low,B2B,B2B,Tier 1,Low,3,Active,3
12/01/2016,Happy2Refer,Consumer Internet,Mumbai,Seed Funding,"2,50,000",IIM,50-59,Consultant,Male-Dominated,3.21,High,B2C,B2C,Tier 1,High,1,Active,1
13/01/2016,CarTrade,Consumer Internet,Mumbai,Private Equity,"14,50,00,000",IIM,20-29,Corporate,Male-Dominated,1.08,Medium,B2B,B2B,Tier 1,Low,3,Failed,6
13/01/2016,Rentomo,Consumer Internet,Bangalore,Seed Funding,"1,00,000",IIM,40-49,Engineer,Mixed,4.78,Medium,B2B,B2B,Tier 1,Low,1,Unicorn,6
13/01/2016,Roder,Consumer Internet,New Delhi,Seed Funding,"2,40,000",Harvard,20-29,Engineer,Male-Dominated,0.87,High,B2C,B2C,Tier 3,High,2,Active,2
13/01/2016,Bucker,Consumer Internet,Hyderabad,Seed Funding,,Harvard,20-29,Engineer,Male-Dominated,1.5,Medium,B2B,B2B,Tier 2,Low,1,Acquired,15
13/01/2016,Care24,Healthcare,Mumbai,Private Equity,"40,00,000",IIT,20-29,Consultant,Male-Dominated,4.6,High,B2C,B2C,Tier 1,Medium,2,Acquired,2
13/01/2016,Obino,Healthcare,Mumbai,Private Equity,,Arts,30-39,Engineer,Male-Dominated,2.07,Low,B2B,B2B,Tier 1,Medium,1,Unicorn,10
14/01/2016,Snapshopr,Consumer Internet,Bangalore,Seed Funding,,MBA,30-39,Engineer,Mixed,1.35,Medium,Mixed,Mixed,Tier 1,Low,2,Failed,10
14/01/2016,Buildkar,ECommerce,Bangalore,Seed Funding,,Stanford,40-49,Entrepreneur,Male-Dominated,0.48,Medium,B2C,B2C,Tier 1,Low,2,Acquired,13
14/01/2016,Orahi,Consumer Internet,Gurgaon,Seed Funding,"5,20,000",IIM,20-29,Corporate,Male-Dominated,3.31,High,B2B,B2B,Tier 3,Medium,2,Unicorn,7
14/01/2016,Zapr,Technology,Gurgaon,Seed Funding,,IIM,20-29,Consultant,Mixed,0.18,Medium,B2B,B2B,Tier 3,Medium,2,Acquired,8
15/01/2016,Remidio,Healthcare,Bangalore,Private Equity,,Harvard,40-49,Entrepreneur,Mixed,4.39,Medium,Mixed,Mixed,Tier 1,Low,2,Failed,15
15/01/2016,Fitso,Consumer Internet,Gurgaon,Seed Funding,"2,00,000",MBA,30-39,Engineer,Male-Dominated,0.36,Medium,B2B,B2B,Tier 3,Medium,2,Failed,6
15/01/2016,evibe.in,Consumer Internet,Bangalore,Seed Funding,,Stanford,20-29,Engineer,Male-Dominated,4.29,Low,Mixed,Mixed,Tier 1,High,2,Failed,12
15/01/2016,Zoctr,Consumer Internet,Mumbai,Seed Funding,,IIT,20-29,Consultant,Mixed,3.94,Medium,Mixed,Mixed,Tier 1,High,2,Failed,8
15/01/2016,Jobick,Consumer Internet,Noida,Seed Funding,,IIM,40-49,Entrepreneur,Female-Dominated,2.75,Medium,Mixed,Mixed,Tier 3,High,1,Failed,6
16/01/2016,Plick,Consumer Internet,Mumbai,Seed Funding,,IIM,20-29,Consultant,Female-Dominated,1.96,Low,B2C,B2C,Tier 1,High,2,Acquired,12
18/01/2016,Voice Friends,Consumer Internet,Mumbai,Seed Funding,,IIM,20-29,Consultant,Mixed,3.41,Medium,B2C,B2C,Tier 1,High,1,Unicorn,5
18/01/2016,Kartrocket,Consumer Internet,New Delhi,Private Equity,"60,00,000",IIT,30-39,Entrepreneur,Male-Dominated,2.66,Low,B2B,B2B,Tier 3,High,4,Active,4
19/01/2016,Swiggy,Consumer Internet,Bangalore,Private Equity,"3,50,00,000",MBA,30-39,Entrepreneur,Male-Dominated,0.43,Medium,B2C,B2C,Tier 1,Low,3,Acquired,10
19/01/2016,TinyStep,Consumer Internet,Bangalore,Seed Funding,,MBA,40-49,Entrepreneur,Male-Dominated,1.07,High,B2B,B2B,Tier 1,Medium,1,Active,6
19/01/2016,Cashkaro,Consumer Internet,Gurgaon,Private Equity,,Dropout,20-29,Engineer,Male-Dominated,3.66,Medium,B2B,B2B,Tier 3,High,2,Acquired,7
19/01/2016,Gameezop,Consumer Internet,New Delhi,Seed Funding,,IIT,40-49,Engineer,Mixed,2.93,Low,B2B,B2B,Tier 3,Medium,2,Failed,14
19/01/2016,DailyObjects,ECommerce,New Delhi,Private Equity,"14,00,000",IIM,30-39,Engineer,Male-Dominated,4.91,Medium,B2B,B2B,Tier 3,Low,4,Unicorn,13
19/01/2016,Indus OS,Technology,Mumbai,Private Equity,"50,00,000",IIM,20-29,Engineer,Male-Dominated,3.92,High,B2B,B2B,Tier 1,Medium,2,Acquired,1
19/01/2016,CollegeDunia,Consumer Internet,New Delhi,Seed Funding,"4,45,000",Commerce,30-39,Engineer,Male-Dominated,3.63,Low,B2B,B2B,Tier 3,High,2,Active,15
19/01/2016,Villgro,Finance,Chennai,Private Equity,"35,00,000",Dropout,40-49,Engineer,Mixed,2.84,High,B2C,B2C,Tier 2,Low,4,Failed,5
20/01/2016,Reddoorz,Consumer Internet,New Delhi,Private Equity,,MBA,20-29,Corporate,Female-Dominated,2.68,Medium,Mixed,Mixed,Tier 3,Low,2,Acquired,10
20/01/2016,IndustryBuying,ECommerce,New Delhi,Private Equity,"18,00,000",Dropout,40-49,Engineer,Male-Dominated,4.28,Medium,B2B,B2B,Tier 3,High,3,Failed,14
20/01/2016,Just Buy Live,ECommerce,Mumbai,Private Equity,"2,00,00,000",IIM,20-29,Engineer,Female-Dominated,4.55,Medium,Mixed,Mixed,Tier 1,Low,4,Active,7
20/01/2016,IMbesharam,ECommerce,New Delhi / US,Private Equity,"40,00,000",Harvard,30-39,Corporate,Female-Dominated,1.28,High,Mixed,Mixed,Tier 3,Low,4,Active,13
20/01/2016,Moodoo,Consumer Internet,Mumbai / UK,Seed Funding,"40,000",Commerce,30-39,Consultant,Mixed,1.28,Low,B2B,B2B,Tier 3,High,1,Active,12
20/01/2016,Saral Designs,Healthcare,Mumbai,Seed Funding,,MBA,50-59,Engineer,Male-Dominated,0.53,Medium,B2C,B2C,Tier 1,Medium,2,Active,15
21/01/2016,FirstCry,ECommerce,Pune,Private Equity,,IIT,40-49,Engineer,Male-Dominated,2.96,Medium,B2B,B2B,Tier 2,High,2,Active,7
21/01/2016,Fisdom,Consumer Internet,Bangalore,Seed Funding,"5,00,000",IIM,30-39,Engineer,Female-Dominated,1.82,High,Mixed,Mixed,Tier 1,High,2,Failed,12
21/01/2016,Easypolicy,Consumer Internet,Noida,Private Equity,"22,00,000",IIT,20-29,Consultant,Male-Dominated,3.48,High,Mixed,Mixed,Tier 3,High,3,Unicorn,10
21/01/2016,Housing.com,Consumer Internet,Mumbai,Private Equity,"1,50,00,000",IIT,40-49,Consultant,Mixed,1.09,Medium,Mixed,Mixed,Tier 1,High,4,Active,3
21/01/2016,CREO,Technology,Bangalore,Private Equity,"30,00,000",IIT,40-49,Engineer,Male-Dominated,0.15,Medium,Mixed,Mixed,Tier 1,Low,3,Acquired,4
22/01/2016,ShabdaNagari,Consumer Internet,Kanpur,Seed Funding,"2,00,000",Dropout,40-49,Engineer,Male-Dominated,1.71,Low,B2C,B2C,Tier 3,Medium,1,Acquired,4
22/01/2016,Little,Consumer Internet,Bangalore,Private Equity,,Arts,30-39,Engineer,Female-Dominated,4.66,Medium,B2C,B2C,Tier 1,Low,2,Active,12
22/01/2016,SnapBizz,ECommerce,Bangalore,Private Equity,"72,00,000",Arts,40-49,Corporate,Mixed,2.11,Low,Mixed,Mixed,Tier 1,Low,4,Unicorn,8
22/01/2016,Qlivery,Consumer Internet,Gurgaon,Seed Funding,,IIM,30-39,Consultant,Male-Dominated,4.84,Medium,B2C,B2C,Tier 3,Low,1,Acquired,7
22/01/2016,PlexusMD,Consumer Internet,Ahmedabad,Seed Funding,,IIM,40-49,Corporate,Mixed,2.24,High,Mixed,Mixed,Tier 3,High,1,Failed,8
22/01/2016,Silvan,Technology,Bangalore,Seed Funding,"5,15,000",IIM,30-39,Corporate,Mixed,0.2,Medium,B2C,B2C,Tier 1,Medium,2,Failed,1
22/01/2016,EPS,Technology,Mumbai,Private Equity,"3,50,00,000",IIT,30-39,Engineer,Female-Dominated,3.01,High,B2C,B2C,Tier 1,Medium,5,Failed,4
22/01/2016,Qubole,Technology,Bangalore,Private Equity,"3,00,00,000",IIM,20-29,Engineer,Male-Dominated,4.67,High,Mixed,Mixed,Tier 1,Low,3,Acquired,14
22/01/2016,Gajty,Healthcare,Gurgaon,Seed Funding,,Commerce,30-39,Teacher,Male-Dominated,2.85,High,Mixed,Mixed,Tier 3,Medium,2,Active,3
25/01/2016,SIFTR Labs,Consumer Internet,Mumbai,Seed Funding,"1,50,000",IIM,20-29,Engineer,Male-Dominated,2.98,Medium,Mixed,Mixed,Tier 1,High,2,Acquired,5
25/01/2016,Power2SME,Consumer Internet,Gurgaon,Private Equity,"2,10,00,000",IIT,30-39,Corporate,Male-Dominated,4.52,Medium,B2C,B2C,Tier 3,High,5,Acquired,1
25/01/2016,SkyCandle,ECommerce,New Delhi,Private Equity,,Stanford,20-29,Corporate,Male-Dominated,3.81,Low,B2B,B2B,Tier 3,Medium,2,Unicorn,8
27/01/2016,Teabox.com,ECommerce,Siliguri,Private Equity,,IIT,20-29,Consultant,Mixed,0.35,Low,Mixed,Mixed,Tier 3,High,2,Active,12
27/01/2016,Buildzar,ECommerce,Gurgaon,Private Equity,"40,00,000",IIT,40-49,Corporate,Mixed,0.64,Medium,Mixed,Mixed,Tier 3,Medium,4,Failed,12
27/01/2016,Applicate,Technology,Bangalore,Seed Funding,"10,00,000",IIT,20-29,Engineer,Female-Dominated,0.16,High,B2B,B2B,Tier 1,High,2,Unicorn,14
27/01/2016,WhatsOnRent,ECommerce,Bangalore,Seed Funding,,IIT,20-29,Entrepreneur,Mixed,4.18,Medium,B2B,B2B,Tier 1,Medium,2,Unicorn,1
28/01/2016,Zebi (yet to launch),Technology,Hyderabad,Seed Funding,"10,00,000",Arts,20-29,Teacher,Male-Dominated,3.11,High,B2B,B2B,Tier 2,Low,1,Active,13
28/01/2016,Truce,FMCG,Mumbai,Seed Funding,"3,70,000",IIT,40-49,Corporate,Male-Dominated,3.01,High,B2B,B2B,Tier 1,Medium,2,Acquired,1
28/01/2016,JustDoc,Consumer Interne,Bangalore,Seed Funding,,Dropout,20-29,Engineer,Mixed,0.98,Low,B2B,B2B,Tier 1,Low,1,Unicorn,4
28/01/2016,Myeglu,Technology,Bangalore,Seed Funding,,Dropout,40-49,Entrepreneur,Male-Dominated,4.44,Medium,B2C,B2C,Tier 1,Low,2,Failed,14
29/01/2016,BitGiving,Consumer Internet,New Delhi,Seed Funding,,Harvard,30-39,Teacher,Male-Dominated,2.07,Medium,Mixed,Mixed,Tier 3,High,2,Failed,6
29/01/2016,Qriyo,Consumer Internet,Jodhpur,Seed Funding,"1,60,000",IIT,20-29,Corporate,Male-Dominated,1.51,Medium,B2C,B2C,Tier 3,Low,1,Acquired,10
29/01/2016,N.O.W,Consumer Internet,Noida,Seed Funding,,IIM,20-29,Consultant,Male-Dominated,4.53,High,B2C,B2C,Tier 3,High,2,Unicorn,5
29/01/2016,Aisle,Consumer Internet,Bangalore,Seed Funding,"1,85,000",IIM,40-49,Engineer,Mixed,3.22,Medium,B2C,B2C,Tier 1,Low,1,Acquired,3
29/01/2016,FreshMenu,Consumer Internet,Bangalore,Private Equity,"1,70,00,000",IIT,40-49,Entrepreneur,Mixed,1.5,High,Mixed,Mixed,Tier 1,Medium,5,Acquired,13
29/01/2016,Truebil,ECommerce,Mumbai,Private Equity,"51,50,000",MBA,30-39,Consultant,Male-Dominated,3.35,Low,B2B,B2B,Tier 1,Low,5,Active,14
29/01/2016,Rare Media,Technology,New Delhi,Private Equity,"11,00,000",IIT,50-59,Teacher,Mixed,4.94,High,B2B,B2B,Tier 3,High,4,Active,8
29/01/2016,TinMen,Consumer Internet,Hyderabad,Seed Funding,,Dropout,20-29,Engineer,Male-Dominated,4.24,Medium,B2C,B2C,Tier 2,High,1,Active,13
29/01/2016,CodingLabs,Technology,Hyderabad,Seed Funding,,IIM,30-39,Engineer,Mixed,2.22,Medium,B2B,B2B,Tier 2,High,2,Unicorn,14
30/01/2016,FindUrClass,Consumer Internet,Mumbai,Seed Funding,,IIT,30-39,Corporate,Male-Dominated,4.71,High,Mixed,Mixed,Tier 1,Low,2,Failed,9
30/01/2016,DesignBids,Consumer Internet,New Delhi,Seed Funding,,Harvard,30-39,Engineer,Male-Dominated,2.74,Medium,Mixed,Mixed,Tier 3,High,1,Unicorn,10
01/12/2015,CollegeDekho,Online Education Information platform,Jaipur,Seed Funding,"10,00,000",IIM,20-29,Engineer,Male-Dominated,0.33,Medium,B2C,B2C,Tier 3,High,1,Unicorn,8
01/12/2015,Black White Orange Brands,Brand Licensing Startup,Mumbai,Seed Funding,,IIM,20-29,Engineer,Mixed,0.83,Low,B2C,B2C,Tier 1,High,1,Failed,5
01/12/2015,Biteclub,Gourmet Food Discovery & Delivery platform,Gurgaon,Private Equity,,IIT,20-29,Corporate,Male-Dominated,3.12,Medium,Mixed,Mixed,Tier 3,High,2,Failed,7
01/12/2015,Patel Logistics,Transportation & Logistics Platform,Mumbai,Private Equity,"56,00,000",Stanford,40-49,Entrepreneur,Mixed,2.44,Medium,B2C,B2C,Tier 1,Low,4,Active,1
01/12/2015,Wigzo,Enterprise Marketing Automation platform,New Delhi,Seed Funding,"5,00,000",Arts,40-49,Entrepreneur,Male-Dominated,4.28,Medium,B2C,B2C,Tier 3,Medium,2,Unicorn,9
01/12/2015,Zapluk,"Health, Wellness & Beauty Services App",Hyderabad,Seed Funding,,MBA,20-29,Consultant,Mixed,2.23,High,Mixed,Mixed,Tier 2,Low,1,Unicorn,2
01/12/2015,Godof Hospitals,Digital Healthcare,New Delhi,Seed Funding,"20,00,000",IIT,30-39,Engineer,Male-Dominated,1.68,Medium,B2B,B2B,Tier 3,High,3,Active,13
02/12/2015,RoomsTonite,Last Minute Hotel Booking App,Bangalore,Seed Funding,"15,00,000",IIM,30-39,Teacher,Male-Dominated,4.22,Low,Mixed,Mixed,Tier 1,Low,2,Unicorn,15
02/12/2015,Kaaryah,Womens Fashion Wear Portal,New Delhi,Private Equity,,Arts,20-29,Engineer,Female-Dominated,0.48,Medium,B2C,B2C,Tier 3,High,1,Active,5
03/12/2015,Anakage,Product Learning platform,Bangalore,Seed Funding,,IIM,30-39,Engineer,Mixed,2.64,Medium,B2B,B2B,Tier 1,Low,1,Unicorn,9
03/12/2015,EasyKhaana,Online Food ordering & Delivery platform,New Delhi,Seed Funding,"1,00,000",IIM,20-29,Entrepreneur,Female-Dominated,4.56,High,Mixed,Mixed,Tier 3,Low,2,Active,4
03/12/2015,Shuttl,App based Bus Pooling Services,Gurgaon,Private Equity,"2,00,00,000",IIT,40-49,Engineer,Male-Dominated,0.55,Medium,B2B,B2B,Tier 3,High,4,Failed,2
03/12/2015,Eckovation,Social Learning Platform,New Delhi,Seed Funding,,IIT,40-49,Consultant,Mixed,2.55,High,B2B,B2B,Tier 3,High,2,Unicorn,7
03/12/2015,Fitcircle,Social Fitness platform,Mumbai,Seed Funding,,IIM,20-29,Engineer,Mixed,4.43,High,B2C,B2C,Tier 1,Low,2,Failed,9
04/12/2015,Applop,On Demand Mobile app developer,Kolkata,Seed Funding,"1,00,000",IIT,20-29,Consultant,Male-Dominated,3.27,Low,B2B,B2B,Tier 3,Medium,1,Unicorn,9
04/12/2015,CaRPM,Car Maintenance & Management mobile app,Gurgaon,Seed Funding,"1,00,000",Harvard,50-59,Corporate,Mixed,1.95,Low,Mixed,Mixed,Tier 3,High,1,Acquired,9
04/12/2015,NDTV Wedding portal,Online Wedding Marketplace,New Delhi,Private Equity,"2,00,00,000",IIT,20-29,Corporate,Mixed,1.8,High,B2B,B2B,Tier 3,High,3,Unicorn,13
04/12/2015,Splitkart,Splitting Bills Mobile App,New Delhi,Seed Funding,,Arts,30-39,Teacher,Male-Dominated,0.41,Medium,B2C,B2C,Tier 3,Medium,1,Active,15
07/12/2015,Zenatix,IOT Energy Management Analytics platform,Gurgaon,Private Equity,,Arts,20-29,Engineer,Mixed,2.82,Medium,Mixed,Mixed,Tier 3,High,2,Unicorn,4
07/12/2015,Customfurnish,Custom Made furniture e-tailer,Hyderabad,Private Equity,"45,00,000",IIT,20-29,Consultant,Mixed,4.72,Low,B2C,B2C,Tier 2,High,3,Unicorn,11
07/12/2015,Faasos,QSR Chain,Pune,Private Equity,"3,00,00,000",Arts,30-39,Entrepreneur,Male-Dominated,0.87,Medium,B2B,B2B,Tier 2,Low,3,Failed,3
07/12/2015,Vlurn,eLearning platform,Mumbai,Seed Funding,,IIT,20-29,Entrepreneur,Male-Dominated,0.31,Low,B2B,B2B,Tier 1,High,2,Acquired,11
07/12/2015,Leaf Wearables,Smart Safety Wearable Devices,New Delhi,Seed Funding,"2,50,000",Arts,30-39,Corporate,Mixed,0.22,Medium,B2B,B2B,Tier 3,Low,2,Unicorn,9
07/12/2015,Coolshare,Cab Sharing service Mobile app,Mumbai,Seed Funding,"1,00,000",MBA,20-29,Engineer,Mixed,4.35,High,Mixed,Mixed,Tier 1,High,2,Failed,15
08/12/2015,mFicient,Cloud Enterprise Mobility Platform,New Delhi,Seed Funding,,MBA,40-49,Corporate,Male-Dominated,1.72,Low,Mixed,Mixed,Tier 3,High,2,Active,11
08/12/2015,HeyBiz,Online Shopping Assistant Mobile app,New Delhi,Seed Funding,,Dropout,30-39,Engineer,Male-Dominated,1.22,High,Mixed,Mixed,Tier 3,Low,1,Active,7
08/12/2015,Yumist,Home Cooked Food Order & Delivery platform,Gurgaon,Private Equity,"20,00,000",IIT,20-29,Engineer,Male-Dominated,0.93,Medium,B2B,B2B,Tier 3,Low,2,Unicorn,7
09/12/2015,Jigsaw Academy,Online School for Analytics learning,Bangalore,Private Equity,"30,00,000",MBA,30-39,Engineer,Male-Dominated,3.03,Low,Mixed,Mixed,Tier 1,Medium,4,Unicorn,4
09/12/2015,JoeHukum,Chat based personal Assistant App,Gurgaon,Seed Funding,,Harvard,50-59,Corporate,Male-Dominated,2.49,Medium,B2B,B2B,Tier 3,Low,2,Unicorn,3
09/12/2015,Voxweb,Picture creation & Social mobile app,Mumbai,Seed Funding,"3,50,000",IIM,40-49,Engineer,Female-Dominated,0.28,Medium,B2B,B2B,Tier 1,Low,2,Failed,11
09/12/2015,Aye Finance,Nonbanking finance company,New Delhi,Private Equity,"30,00,000",IIT,20-29,Corporate,Female-Dominated,0.1,Low,B2C,B2C,Tier 3,Medium,3,Failed,3
09/12/2015,JumboBasket,eCommerce returns etailer,Chandigarh,Seed Funding,,Arts,20-29,Entrepreneur,Mixed,1.87,Medium,Mixed,Mixed,Tier 3,Medium,1,Active,9
10/12/2015,BlackBuck,Online Freight Services Aggregator,Bangalore,Private Equity,"2,50,00,000",IIT,20-29,Corporate,Male-Dominated,1.9,Medium,B2C,B2C,Tier 1,Medium,5,Failed,15
10/12/2015,HomeStudio,Online Branded Furniture etailer,Bangalore,Private Equity,"50,00,000",Commerce,30-39,Engineer,Male-Dominated,3.31,High,Mixed,Mixed,Tier 1,Low,3,Failed,1
